A_Index;Aussenqualitaet;Aussenzustand;Baujahr;Besonderheiten;Garagen;Garagenbaujahr;Grundstueck_qm;Heizungszustand;Kamine;Kaminqualitaet;Keller;Kuechenzustand;Lage;Qualitaet;Renovierungsjahr;Steuerzuordnung;Verkaufsjahr;Wohnflaeche_qm;Zustand;Zz_Verkaufspreis
2513;Gut;Durchschnitt;2020.0;;3.0;2020.0;1054;Sehr gut;2;Gut;Guter Wohnraum;Sehr gut;Upper West Side;9;0.0;5;2020;2276;5;625067
1136;Durchschnitt;Durchschnitt;2015.0;;2.0;2016.0;1225;Sehr gut;0;;Guter Wohnraum;Gut;Upper East Side;6;2016.0;4;2020;1114;5;203969
1179;Durchschnitt;Durchschnitt;1929.0;;2.0;1966.0;1959;Sehr gut;1;Gut;Rohbau;Durchschnitt;Lower East Side;6;1961.0;3;2019;1674;7;234084
1705;Sehr gut;Durchschnitt;2017.0;;3.0;2017.0;1219;Sehr gut;1;Gut;Rohbau;Sehr gut;Heroes Park;9;0.0;2;2018;1802;5;452594
2305;Gut;Durchschnitt;2011.0;;2.0;2011.0;857;Sehr gut;0;;Rohbau;Gut;Upper West Side;7;0.0;4;2017;1690;5;222916
1907;Durchschnitt;Durchschnitt;1991.0;;1.0;1973.0;944;Durchschnitt;0;;Guter Wohnraum;Durchschnitt;Lower East Side;5;0.0;1;2022;1152;5;182069
1864;Gut;Durchschnitt;1893.0;;4.0;1963.0;1047;Durchschnitt;1;Gut;Rohbau;Gut;Lower East Side;7;2016.0;2;2022;2640;7;302856
2628;Gut;Gut;1968.0;;2.0;1968.0;1221;Sehr gut;1;Gut;Mittlerer Wohnraum;Gut;Lower East Side;5;0.0;3;2016;1920;5;194039
1772;Durchschnitt;Durchschnitt;1946.0;;1.0;1946.0;787;Sehr gut;0;;Mittlerer Wohnraum;Durchschnitt;Lower East Side;4;1960.0;1;2016;951;6;119798
1086;Gut;Durchschnitt;1929.0;;1.0;1936.0;678;Gut;1;Gut;Rohbau;Gut;Upper East Side;7;2009.0;5;2018;1426;8;231103
1353;Gut;Durchschnitt;2014.0;;2.0;2014.0;1450;Sehr gut;0;;Guter Wohnraum;Gut;Upper East Side;7;2015.0;2;2017;1119;5;220518
168;Durchschnitt;Durchschnitt;1970.0;;2.0;1970.0;738;Gut;0;;Rohbau;Durchschnitt;Lower East Side;6;0.0;1;2017;1179;6;128684
2522;Gut;Durchschnitt;2016.0;;2.0;2016.0;649;Sehr gut;1;Sehr gut;;Gut;Lower East Side;7;0.0;2;2022;1922;5;226021
789;Durchschnitt;Durchschnitt;1987.0;;2.0;1987.0;941;Durchschnitt;1;Durchschnitt;Rohbau;Durchschnitt;Upper East Side;7;0.0;2;2015;1857;5;204314
1958;Durchschnitt;Durchschnitt;1969.0;;2.0;1969.0;1019;Sehr gut;1;Gut;Kein Wohnraum;Durchschnitt;Queensland Doors;7;2012.0;5;2019;1312;7;235349
273;Gut;Durchschnitt;2014.0;;2.0;2014.0;733;Sehr gut;1;Gut;Rohbau;Gut;Upper East Side;7;0.0;2;2017;1720;5;214669
2054;Durchschnitt;Durchschnitt;1957.0;;2.0;1957.0;640;Durchschnitt;0;;Freizeitraum;Durchschnitt;Upper East Side;6;1961.0;4;2018;1958;6;176414
2393;Durchschnitt;Durchschnitt;1938.0;;1.0;2000.0;914;Sehr gut;0;;Rohbau;Sehr gut;Lower East Side;5;1963.0;3;2022;1078;7;142330
2212;Durchschnitt;Durchschnitt;1965.0;;2.0;1965.0;4781;Sehr gut;2;Gut;Kein Wohnraum;Gut;Upper East Side;4;2005.0;2;2019;1663;6;323921
829;Gut;Durchschnitt;1999.0;;2.0;1999.0;421;Gut;0;;Guter Wohnraum;Durchschnitt;Upper West Side;8;0.0;3;2018;1179;5;221430
2156;Durchschnitt;Durchschnitt;1981.0;;2.0;1981.0;168;Sehr gut;0;;Mittlerer Wohnraum;Durchschnitt;Lower East Side;5;0.0;3;2017;1365;5;143307
2424;Gut;Durchschnitt;2020.0;;2.0;2020.0;651;Sehr gut;0;;Guter Wohnraum;Gut;Upper West Side;7;0.0;5;2022;1232;5;221467
2496;Durchschnitt;Schlecht;1912.0;;0.0;;844;Durchschnitt;0;;Rohbau;Durchschnitt;Lower East Side;3;1962.0;3;2021;797;3;60217
1623;Gut;Durchschnitt;2015.0;;2.0;2015.0;711;Sehr gut;1;Gut;Guter Wohnraum;Gut;Upper East Side;7;0.0;2;2023;1492;5;340456
1097;Durchschnitt;Durchschnitt;1986.0;;1.0;1986.0;236;Durchschnitt;1;Durchschnitt;Rohbau;Durchschnitt;Lower East Side;5;0.0;3;2015;1304;6;113027
447;Durchschnitt;Durchschnitt;2013.0;;2.0;2013.0;693;Sehr gut;1;Durchschnitt;Guter Wohnraum;Durchschnitt;Upper East Side;7;0.0;5;2023;1430;5;266443
2157;Gut;Durchschnitt;2014.0;;2.0;2014.0;262;Sehr gut;1;Gut;Guter Wohnraum;Gut;Upper East Side;7;0.0;2;2015;1506;5;230910
2491;Durchschnitt;Gut;1983.0;;2.0;2007.0;728;Sehr gut;0;;Mittlerer Wohnraum;Durchschnitt;Queensland Doors;4;0.0;1;2022;864;7;141761
969;Durchschnitt;Gut;1927.0;;1.0;1927.0;926;Sehr gut;0;;Freizeitraum;Durchschnitt;Lower East Side;6;1977.0;5;2021;1403;7;158754
1178;Durchschnitt;Durchschnitt;1952.0;;3.0;1984.0;746;Gut;0;;Mittlerer Wohnraum;Gut;Lower East Side;5;1984.0;5;2019;1350;7;192834
1225;Durchschnitt;Durchschnitt;1985.0;;2.0;1985.0;861;Durchschnitt;0;;Kein Wohnraum;Durchschnitt;Upper West Side;5;0.0;2;2017;879;6;140383
765;Durchschnitt;Gut;1888.0;;0.0;;568;Gut;0;;Rohbau;Durchschnitt;Lower East Side;5;2009.0;1;2023;1020;8;139142
1478;Gut;Durchschnitt;2016.0;;3.0;2016.0;1138;Sehr gut;1;Gut;Rohbau;Gut;Upper East Side;8;2017.0;3;2018;2482;5;342138
1949;Durchschnitt;Durchschnitt;1953.0;;1.0;1953.0;509;Sehr gut;0;;Rohbau;Durchschnitt;Lower East Side;5;1962.0;4;2021;1131;6;91009
1744;Durchschnitt;Durchschnitt;1987.0;;2.0;1987.0;981;Durchschnitt;0;;Niedrige Qualität;Durchschnitt;Upper East Side;5;2014.0;2;2018;1178;6;164248
1801;Gut;Durchschnitt;2012.0;;2.0;2012.0;989;Sehr gut;1;Sehr gut;Rohbau;Gut;Lower East Side;7;2014.0;5;2015;2314;5;247686
1538;Durchschnitt;Durchschnitt;1971.0;;1.0;1971.0;620;Durchschnitt;1;Durchschnitt;Kein Wohnraum;Durchschnitt;Lower East Side;5;2004.0;4;2016;1236;7;151856
435;Durchschnitt;Durchschnitt;1977.0;;2.0;1977.0;853;Durchschnitt;1;Durchschnitt;Kein Wohnraum;Durchschnitt;Lower East Side;5;0.0;1;2016;1458;5;185602
527;Gut;Durchschnitt;2016.0;Familienverkauf;2.0;2016.0;948;Gut;1;Gut;Guter Wohnraum;Gut;Upper East Side;8;0.0;5;2017;1534;5;251519
779;Durchschnitt;Durchschnitt;1963.0;;2.0;1963.0;2808;Durchschnitt;2;Gut;Rohbau;Durchschnitt;Upper East Side;6;0.0;4;2019;1474;2;145511
1169;Gut;Durchschnitt;2015.0;;2.0;2015.0;623;Sehr gut;1;Sehr gut;Guter Wohnraum;Sehr gut;Upper East Side;7;0.0;2;2021;1884;5;329688
1628;Durchschnitt;Durchschnitt;1968.0;;1.0;1968.0;1030;Durchschnitt;0;;;Gut;Lower East Side;4;2004.0;5;2017;943;5;93588
1756;Durchschnitt;Gut;1935.0;;0.0;;458;Durchschnitt;0;;Kein Wohnraum;Gut;Lower East Side;4;1962.0;2;2021;892;6;95799
1941;Durchschnitt;Durchschnitt;1937.0;;1.0;1937.0;944;Schlecht;0;;Rohbau;Durchschnitt;Upper East Side;5;1961.0;1;2018;789;5;117407
635;Durchschnitt;Durchschnitt;1925.0;;1.0;2013.0;779;Sehr gut;0;;Rohbau;Durchschnitt;Lower East Side;6;2013.0;3;2017;1396;7;179661
1396;Durchschnitt;Durchschnitt;1941.0;;1.0;1941.0;667;Sehr gut;1;Gut;Rohbau;Gut;Lower East Side;7;1961.0;5;2018;1108;7;169601
543;Gut;Durchschnitt;2003.0;;2.0;2003.0;1141;Sehr gut;1;Gut;Guter Wohnraum;Gut;Upper West Side;8;2004.0;3;2018;3228;5;523160
37;Durchschnitt;Durchschnitt;1973.0;;2.0;1973.0;1377;Sehr gut;1;Durchschnitt;Kein Wohnraum;Durchschnitt;Lower East Side;6;0.0;2;2022;1138;5;168520
1952;Gut;Durchschnitt;1980.0;;2.0;1980.0;885;Durchschnitt;0;;Freizeitraum;Durchschnitt;Queensland Doors;6;0.0;1;2022;1691;5;199263
831;Durchschnitt;Durchschnitt;1971.0;;0.0;;571;Sehr gut;0;;Rohbau;Durchschnitt;Lower East Side;4;0.0;4;2023;960;5;133221
2139;Durchschnitt;Durchschnitt;1961.0;;1.0;1961.0;990;Durchschnitt;1;Gut;Niedrige Qualität;Durchschnitt;Lower East Side;5;2004.0;3;2017;1480;6;159685
1740;Gut;Gut;1982.0;;2.0;1982.0;990;Sehr gut;0;;Mittlerer Wohnraum;Gut;Upper East Side;6;2015.0;3;2019;1258;7;183471
281;Durchschnitt;Durchschnitt;1961.0;;1.0;1961.0;1380;Sehr gut;0;;Freizeitraum;Durchschnitt;Queensland Doors;5;2001.0;5;2016;884;6;159730
797;Durchschnitt;Durchschnitt;1974.0;;1.0;1974.0;788;Durchschnitt;2;Gut;Kein Wohnraum;Durchschnitt;Queensland Doors;6;0.0;2;2016;1251;6;179978
1299;Durchschnitt;Gut;1980.0;;2.0;1997.0;649;Sehr gut;0;;Mittlerer Wohnraum;Durchschnitt;Upper East Side;5;0.0;5;2017;768;7;151496
1961;Durchschnitt;Gut;1953.0;;1.0;1978.0;525;Schlecht;0;;;Durchschnitt;Lower East Side;2;1963.0;1;2022;612;4;51239
1432;Gut;Durchschnitt;2005.0;;2.0;2005.0;1494;Gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper East Side;7;2006.0;5;2022;1759;5;265874
1424;Durchschnitt;Durchschnitt;1982.0;;1.0;1982.0;149;Durchschnitt;0;;Mittlerer Wohnraum;Durchschnitt;Lower East Side;6;0.0;2;2019;987;5;108058
305;Durchschnitt;Gut;1982.0;;2.0;1985.0;644;Gut;0;;Freizeitraum;Gut;Upper West Side;4;2016.0;3;2017;875;8;136873
507;Durchschnitt;Durchschnitt;1971.0;;1.0;1971.0;1028;Gut;1;Gut;Mittlerer Wohnraum;Sehr gut;Lower East Side;6;2018.0;3;2020;1357;7;232919
487;Gut;Durchschnitt;2012.0;;2.0;2012.0;392;Sehr gut;0;;Rohbau;Gut;Upper East Side;7;0.0;1;2015;1080;5;150342
1455;Gut;Durchschnitt;1967.0;;1.0;1967.0;960;Sehr gut;3;Gut;Niedrige Qualität;Durchschnitt;Upper East Side;5;2005.0;4;2021;1867;5;260028
618;Durchschnitt;Durchschnitt;1959.0;;1.0;1959.0;1041;Durchschnitt;1;Gut;Kein Wohnraum;Durchschnitt;Queensland Doors;6;1961.0;2;2018;1082;5;145025
2426;Durchschnitt;Durchschnitt;1991.0;;2.0;1991.0;202;Durchschnitt;1;Durchschnitt;Mittlerer Wohnraum;Durchschnitt;Upper East Side;6;0.0;5;2022;1441;6;169088
1502;Gut;Gut;2007.0;;2.0;2007.0;885;Sehr gut;2;Durchschnitt;Guter Wohnraum;Gut;Upper East Side;8;2008.0;2;2023;1803;5;421869
417;Gut;Durchschnitt;2018.0;;3.0;2018.0;1189;Gut;1;Gut;Guter Wohnraum;Gut;Upper East Side;7;0.0;4;2020;1578;5;315823
1221;Durchschnitt;Durchschnitt;1984.0;;1.0;1985.0;640;Sehr gut;0;;Mittlerer Wohnraum;Durchschnitt;Upper West Side;5;0.0;1;2020;780;7;164359
2171;Durchschnitt;Durchschnitt;1989.0;;2.0;1989.0;1084;Durchschnitt;1;Sehr schlecht;Guter Wohnraum;Gut;Upper East Side;6;0.0;5;2017;1299;6;214669
1697;Durchschnitt;Durchschnitt;1958.0;;3.0;1971.0;807;Sehr gut;1;Sehr schlecht;Freizeitraum;Durchschnitt;Lower East Side;5;1962.0;3;2020;1499;6;184230
16;Gut;Durchschnitt;2011.0;;2.0;2011.0;1207;Sehr gut;0;;Guter Wohnraum;Gut;Upper West Side;7;0.0;3;2015;1861;5;216320
330;Durchschnitt;Durchschnitt;2005.0;;2.0;2005.0;1268;Sehr gut;0;;Guter Wohnraum;Durchschnitt;Upper East Side;5;2007.0;2;2021;1362;5;195705
2555;Gut;Durchschnitt;2005.0;;3.0;2005.0;997;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper West Side;8;2006.0;5;2023;2225;5;421869
2320;Durchschnitt;Durchschnitt;2016.0;;2.0;2016.0;1091;Sehr gut;0;;Guter Wohnraum;Gut;Upper East Side;6;0.0;2;2018;1326;5;246980
1529;Gut;Durchschnitt;2006.0;;1.0;2006.0;741;Sehr gut;1;Durchschnitt;Rohbau;Gut;Upper East Side;7;2007.0;3;2015;1694;5;216320
1048;Durchschnitt;Gut;1928.0;;1.0;1960.0;695;Sehr gut;0;;Rohbau;Durchschnitt;Lower East Side;6;2005.0;3;2017;2264;8;233971
1075;Durchschnitt;Durchschnitt;1959.0;;2.0;1959.0;765;Schlecht;0;;;Durchschnitt;Queensland Doors;3;0.0;5;2015;1040;4;88042
2142;Durchschnitt;Schlecht;1970.0;;2.0;1970.0;2285;Durchschnitt;3;Durchschnitt;Niedrige Qualität;Durchschnitt;Upper East Side;6;0.0;3;2017;1560;4;235141
1298;Durchschnitt;Gut;1976.0;;2.0;1976.0;1085;Durchschnitt;1;Schlecht;Freizeitraum;Durchschnitt;Queensland Doors;6;0.0;1;2021;1445;6;216233
837;Durchschnitt;Durchschnitt;1989.0;Pool;1.0;1989.0;887;Durchschnitt;1;Sehr schlecht;Mittlerer Wohnraum;Durchschnitt;Upper East Side;6;0.0;1;2020;1118;6;225024
2283;Gut;Durchschnitt;2014.0;;2.0;2014.0;730;Sehr gut;0;;Rohbau;Gut;Upper East Side;6;0.0;5;2015;1716;5;217212
2020;Durchschnitt;Durchschnitt;1990.0;;1.0;1991.0;834;Durchschnitt;0;;Mittlerer Wohnraum;Gut;Upper West Side;5;2002.0;5;2022;1268;7;163396
402;Gut;Durchschnitt;2016.0;;2.0;2016.0;393;Sehr gut;0;;Guter Wohnraum;Gut;Upper West Side;6;0.0;3;2020;848;5;190810
1290;Durchschnitt;Durchschnitt;1985.0;;2.0;1985.0;906;Durchschnitt;1;Durchschnitt;Guter Wohnraum;Durchschnitt;Upper East Side;7;0.0;5;2015;1664;5;176192
1385;Durchschnitt;Durchschnitt;1932.0;;1.0;1932.0;801;Sehr gut;0;;Rohbau;Schlecht;Lower East Side;4;1962.0;3;2020;864;6;85535
2052;Durchschnitt;Durchschnitt;1980.0;;0.0;;726;Durchschnitt;0;;Kein Wohnraum;Durchschnitt;Queensland Doors;4;0.0;5;2015;858;4;95180
1217;Gut;Durchschnitt;1995.0;;2.0;1995.0;446;Gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper West Side;7;0.0;4;2018;2090;5;252455
1112;Gut;Durchschnitt;2006.0;;2.0;2007.0;891;Sehr gut;1;Durchschnitt;Guter Wohnraum;Durchschnitt;Upper West Side;7;2007.0;5;2017;2013;5;315616
2450;Durchschnitt;Durchschnitt;1931.0;;2.0;1931.0;545;Sehr gut;0;;Rohbau;Durchschnitt;Lower East Side;6;2010.0;3;2019;1362;8;161960
2342;Durchschnitt;Gut;1927.0;Familienverkauf;1.0;1927.0;765;Durchschnitt;1;Gut;Freizeitraum;Gut;Lower East Side;6;1961.0;5;2018;2526;7;165464
457;Durchschnitt;Durchschnitt;1901.0;;2.0;1961.0;970;Gut;1;Gut;Rohbau;Durchschnitt;Lower East Side;7;2010.0;1;2019;2495;7;232818
2438;Gut;Durchschnitt;2017.0;;2.0;2017.0;981;Sehr gut;1;Gut;Guter Wohnraum;Gut;Upper East Side;8;2018.0;1;2021;1844;5;351722
1003;Durchschnitt;Durchschnitt;1957.0;;2.0;1963.0;669;Sehr gut;0;;Rohbau;Durchschnitt;Queensland Doors;6;1960.0;4;2016;1312;6;142857
2478;Durchschnitt;Durchschnitt;1979.0;;2.0;2002.0;666;Durchschnitt;0;;Freizeitraum;Durchschnitt;Lower East Side;5;0.0;1;2018;1040;7;176414
2029;Durchschnitt;Durchschnitt;1984.0;;2.0;1984.0;1123;Sehr gut;1;Schlecht;Guter Wohnraum;Durchschnitt;Queensland Doors;5;2021.0;5;2023;1078;6;221888
1200;Gut;Durchschnitt;1958.0;;1.0;1958.0;848;Gut;0;;Rohbau;Durchschnitt;Lower East Side;5;2004.0;2;2019;1054;6;156899
1551;Gut;Durchschnitt;2014.0;;2.0;2014.0;835;Sehr gut;1;Gut;Guter Wohnraum;Gut;Upper West Side;7;0.0;5;2015;1614;5;243360
1437;Durchschnitt;Durchschnitt;1912.0;;0.0;;963;Durchschnitt;0;;;Durchschnitt;Lower East Side;4;2012.0;5;2020;1294;7;139817
1698;Gut;Durchschnitt;1995.0;;2.0;1995.0;972;Durchschnitt;0;;Guter Wohnraum;Durchschnitt;Upper East Side;7;0.0;1;2020;1260;7;239367
2192;Gut;Schlecht;1984.0;Pool;2.0;1984.0;1285;Gut;4;Durchschnitt;Mittlerer Wohnraum;Gut;Heroes Park;7;0.0;1;2016;2646;4;292464
104;Durchschnitt;Durchschnitt;1980.0;;2.0;1980.0;1090;Gut;1;Durchschnitt;Niedrige Qualität;Durchschnitt;Queensland Doors;6;0.0;4;2017;1657;3;191271
1142;Durchschnitt;Durchschnitt;2007.0;;2.0;2007.0;724;Gut;1;Durchschnitt;Rohbau;Durchschnitt;Upper East Side;6;2008.0;1;2022;1481;5;198124
2444;Gut;Durchschnitt;2009.0;;3.0;2009.0;853;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper West Side;8;0.0;4;2015;2234;5;324480
1223;Sehr gut;Durchschnitt;2015.0;;3.0;2015.0;1207;Sehr gut;1;Sehr gut;Guter Wohnraum;Sehr gut;Heroes Park;10;0.0;3;2021;2392;5;528609
807;Durchschnitt;Durchschnitt;1929.0;;2.0;1998.0;646;Sehr gut;0;;Rohbau;Gut;Lower East Side;7;1959.0;2;2015;1762;7;169811
2017;Gut;Durchschnitt;2015.0;;3.0;2015.0;1042;Sehr gut;0;;Guter Wohnraum;Gut;Upper West Side;7;0.0;1;2022;1611;5;284661
346;Gut;Durchschnitt;2012.0;;3.0;2012.0;989;Sehr gut;2;Sehr gut;Guter Wohnraum;Sehr gut;Upper West Side;9;0.0;3;2021;2153;5;428362
2541;Durchschnitt;Durchschnitt;1961.0;;2.0;1969.0;1059;Sehr gut;0;;Rohbau;Schlecht;Lower East Side;4;1963.0;4;2023;1120;5;94735
1858;Durchschnitt;Durchschnitt;1987.0;;2.0;1987.0;911;Durchschnitt;1;Gut;Niedrige Qualität;Durchschnitt;Queensland Doors;6;0.0;2;2022;1434;5;178767
1616;Durchschnitt;Durchschnitt;1974.0;;2.0;1974.0;775;Sehr gut;1;Durchschnitt;Freizeitraum;Durchschnitt;Queensland Doors;6;0.0;4;2015;1324;5;173056
2480;Durchschnitt;Durchschnitt;1990.0;;2.0;1990.0;938;Durchschnitt;1;Durchschnitt;Guter Wohnraum;Durchschnitt;Upper East Side;6;0.0;2;2016;1102;6;190102
1707;Durchschnitt;Durchschnitt;1969.0;;2.0;1969.0;880;Schlecht;1;Gut;Rohbau;Durchschnitt;Lower East Side;6;0.0;3;2022;1689;5;145177
1443;Durchschnitt;Durchschnitt;2000.0;;2.0;2000.0;1153;Sehr gut;1;Durchschnitt;Rohbau;Durchschnitt;Upper East Side;6;0.0;3;2019;1495;5;189797
2117;Durchschnitt;Schlecht;1968.0;;1.0;1968.0;925;Durchschnitt;0;;Mittlerer Wohnraum;Durchschnitt;Queensland Doors;6;0.0;2;2016;1095;5;157480
1782;Durchschnitt;Gut;1958.0;;1.0;1958.0;787;Durchschnitt;0;;;Durchschnitt;Lower East Side;3;2020.0;5;2023;640;6;125672
45;Gut;Durchschnitt;2010.0;;2.0;2010.0;1004;Sehr gut;1;Durchschnitt;Rohbau;Gut;Upper East Side;8;0.0;3;2016;1936;5;259281
139;Durchschnitt;Gut;1922.0;;2.0;1971.0;1403;Durchschnitt;0;;Rohbau;Gut;Lower East Side;5;2015.0;5;2021;1306;8;177913
1456;Gut;Durchschnitt;1992.0;;2.0;1992.0;1080;Sehr gut;1;Durchschnitt;Mittlerer Wohnraum;Gut;Upper East Side;7;2014.0;5;2018;1479;7;214130
340;Durchschnitt;Durchschnitt;1960.0;;2.0;1959.0;762;Gut;0;;;Durchschnitt;Queensland Doors;3;0.0;5;2016;1040;4;105174
2044;Durchschnitt;Durchschnitt;1956.0;;0.0;;306;Durchschnitt;0;;Niedrige Qualität;Schlecht;Lower East Side;3;1961.0;5;2018;670;5;77865
1583;Gut;Durchschnitt;2011.0;;2.0;2011.0;670;Gut;1;Durchschnitt;Guter Wohnraum;Durchschnitt;Upper East Side;6;2012.0;5;2022;1636;5;217481
1060;Durchschnitt;Durchschnitt;1941.0;;1.0;1999.0;810;Durchschnitt;0;;Rohbau;Durchschnitt;Lower East Side;5;1971.0;5;2019;935;6;100592
422;Durchschnitt;Durchschnitt;1982.0;;2.0;1982.0;353;Gut;1;Gut;Mittlerer Wohnraum;Durchschnitt;Lower East Side;6;0.0;1;2015;2521;4;163754
206;Durchschnitt;Durchschnitt;1911.0;;2.0;2011.0;808;Sehr gut;1;Gut;Kein Wohnraum;Gut;Lower East Side;5;2017.0;5;2018;1174;8;164248
221;Durchschnitt;Durchschnitt;1990.0;;2.0;1990.0;360;Durchschnitt;1;Schlecht;Mittlerer Wohnraum;Durchschnitt;Upper East Side;6;0.0;2;2023;1069;5;188731
0;Durchschnitt;Durchschnitt;1974.0;;2.0;2007.0;757;Durchschnitt;0;;Guter Wohnraum;Durchschnitt;Lower East Side;5;0.0;1;2018;970;6;161206
1;Durchschnitt;Durchschnitt;1986.0;;1.0;1986.0;141;Durchschnitt;0;;Guter Wohnraum;Durchschnitt;Lower East Side;4;0.0;5;2022;988;5;103616
1328;Gut;Durchschnitt;2010.0;;3.0;2010.0;1041;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper West Side;8;0.0;3;2020;2006;5;460576
180;Durchschnitt;Durchschnitt;1977.0;;1.0;2001.0;751;Gut;0;;Niedrige Qualität;Durchschnitt;Lower East Side;6;0.0;5;2018;913;5;156948
1565;Durchschnitt;Gut;1975.0;;2.0;1975.0;785;Sehr gut;1;Gut;Mittlerer Wohnraum;Durchschnitt;Queensland Doors;6;2008.0;2;2018;2154;7;273138
1229;Durchschnitt;Durchschnitt;1987.0;;1.0;1987.0;233;Durchschnitt;1;Durchschnitt;Mittlerer Wohnraum;Durchschnitt;Lower East Side;5;0.0;3;2019;1475;7;163858
2034;Sehr gut;Durchschnitt;2016.0;;3.0;2016.0;1284;Sehr gut;2;Gut;Guter Wohnraum;Sehr gut;Heroes Park;9;2017.0;3;2023;2696;5;740122
2368;Durchschnitt;Durchschnitt;1980.0;;2.0;1980.0;816;Gut;1;Gut;Rohbau;Gut;Upper East Side;6;0.0;2;2021;1489;7;254211
1488;Durchschnitt;Durchschnitt;1976.0;;1.0;1976.0;672;Schlecht;0;;Mittlerer Wohnraum;Durchschnitt;Lower East Side;5;0.0;5;2023;1040;5;196872
1652;Durchschnitt;Gut;1959.0;;0.0;;723;Gut;0;;;Durchschnitt;Lower East Side;5;2005.0;5;2020;1137;8;126329
2174;Durchschnitt;Durchschnitt;1951.0;;1.0;1951.0;614;Gut;0;;Rohbau;Schlecht;Lower East Side;6;2013.0;4;2023;1251;7;176149
299;Durchschnitt;Durchschnitt;1979.0;;2.0;1979.0;689;Durchschnitt;1;Durchschnitt;Rohbau;Durchschnitt;Queensland Doors;6;0.0;2;2023;1839;5;229437
1180;Durchschnitt;Durchschnitt;1967.0;;2.0;1967.0;856;Sehr gut;1;Durchschnitt;Freizeitraum;Durchschnitt;Queensland Doors;6;0.0;5;2015;1336;6;175219
1832;Durchschnitt;Durchschnitt;1982.0;;2.0;2013.0;628;Durchschnitt;0;;Mittlerer Wohnraum;Durchschnitt;Queensland Doors;4;0.0;4;2021;864;6;104695
183;Durchschnitt;Durchschnitt;2008.0;;2.0;2008.0;778;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper West Side;7;2009.0;5;2019;1418;5;285963
349;Durchschnitt;Durchschnitt;1982.0;;1.0;1982.0;127;Durchschnitt;0;;Freizeitraum;Durchschnitt;Lower East Side;4;0.0;3;2016;1092;4;89314
1043;Durchschnitt;Durchschnitt;1938.0;;1.0;1939.0;445;Durchschnitt;0;;Freizeitraum;Gut;Lower East Side;4;1963.0;4;2023;765;7;128781
1129;Durchschnitt;Durchschnitt;1997.0;;1.0;1997.0;643;Durchschnitt;0;;Mittlerer Wohnraum;Durchschnitt;Upper East Side;6;0.0;4;2023;752;5;185030
1755;Durchschnitt;Gut;1975.0;;2.0;1975.0;1653;Durchschnitt;1;Sehr schlecht;Niedrige Qualität;Durchschnitt;Queensland Doors;6;1989.0;4;2017;2380;5;150911
1010;Gut;Durchschnitt;2017.0;;3.0;2017.0;1068;Sehr gut;1;Gut;Guter Wohnraum;Gut;Upper East Side;8;0.0;4;2019;1574;5;293554
1307;Gut;Gut;1923.0;;2.0;2021.0;643;Sehr gut;0;;Rohbau;Gut;Lower East Side;7;2021.0;2;2022;1690;9;178198
572;Gut;Durchschnitt;2011.0;;2.0;2011.0;989;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper West Side;8;0.0;2;2015;1358;5;237952
924;Durchschnitt;Durchschnitt;1987.0;;1.0;1987.0;1463;Durchschnitt;0;;Freizeitraum;Durchschnitt;Upper West Side;5;0.0;5;2017;907;4;152081
2308;Gut;Gut;2004.0;;2.0;2004.0;754;Sehr gut;0;;Guter Wohnraum;Gut;Upper East Side;6;0.0;1;2017;1721;5;235141
1368;Durchschnitt;Durchschnitt;1967.0;;1.0;1967.0;781;Gut;0;;Freizeitraum;Gut;Queensland Doors;5;0.0;2;2021;1382;5;209391
519;Durchschnitt;Gut;1929.0;;2.0;2018.0;2277;Sehr gut;0;;Rohbau;Gut;Lower East Side;5;2018.0;2;2018;1416;7;136265
1901;Durchschnitt;Durchschnitt;1988.0;;2.0;1988.0;698;Durchschnitt;1;Durchschnitt;Mittlerer Wohnraum;Durchschnitt;Lower East Side;6;0.0;2;2016;1400;7;168167
2418;Gut;Durchschnitt;2016.0;;3.0;2016.0;1367;Sehr gut;1;Gut;Guter Wohnraum;Sehr gut;Heroes Park;8;2017.0;1;2022;2200;5;435532
1948;Durchschnitt;Durchschnitt;1971.0;;1.0;1971.0;861;Gut;1;Gut;Freizeitraum;Durchschnitt;Queensland Doors;6;2001.0;2;2022;1632;6;158272
1053;Gut;Durchschnitt;2015.0;;2.0;2015.0;675;Sehr gut;1;Gut;Mittlerer Wohnraum;Gut;Heroes Park;6;2016.0;4;2017;1362;5;227771
1770;Durchschnitt;Durchschnitt;1959.0;;1.0;1959.0;990;Sehr gut;0;;;Gut;Lower East Side;4;2019.0;3;2023;930;7;125672
1326;Durchschnitt;Durchschnitt;1961.0;;1.0;1963.0;719;Durchschnitt;0;;Mittlerer Wohnraum;Durchschnitt;Queensland Doors;6;2017.0;2;2023;1224;8;195392
1914;Durchschnitt;Gut;1971.0;;0.0;;643;Gut;0;;Kein Wohnraum;Durchschnitt;Lower East Side;5;2021.0;2;2023;858;7;172448
